customer_id,product_id,sales_transaction_date,,,,sale,dates,Cumulative sales of last 7 days,percentage change,,,,,,
966,1,11-04-10 00:00,01:07:00,PM,,5,11-04-10,15,36%,,,,,,
30532,1,11-04-10 00:00,09:11:00,PM,,2,12-04-10,16,7%,,,,,,
49499,1,12-04-10 00:00,05:35:00,AM,,4,13-04-10,18,13%,,,,,,
5460,1,12-04-10 00:00,10:28:00,AM,,2,14-04-10,18,0%,,,,,,
8103,1,13-04-10 00:00,05:49:00,AM,,0,15-04-10,17,-6%,,,,,,
40053,1,13-04-10 00:00,07:01:00,AM,,4,16-04-10,19,12%,,,,,,
19259,1,13-04-10 00:00,09:36:00,AM,,1,17-04-10,18,-5%,,,,,,
44370,1,13-04-10 00:00,02:57:00,PM,,2,18-04-10,15,-17%,,,,,,
11707,1,14-04-10 00:00,08:15:00,AM,,2,19-04-10,15,0%,,,,,,
29310,1,14-04-10 00:00,11:00:00,PM,,1,20-04-10,12,-20%,,,,,,
11117,1,16-04-10 00:00,02:57:00,AM,,1,21-04-10,11,-8%,,,,,,
42842,1,16-04-10 00:00,08:47:00,AM,,2,22-04-10,13,18%,,,,,,
47201,1,16-04-10 00:00,01:04:00,PM,,1,23-04-10,10,-23%,,,,,,
30019,1,16-04-10 00:00,08:25:00,PM,,2,24-04-10,11,10%,,,,,,
48080,1,17-04-10 00:00,10:58:00,AM,,2,25-04-10,11,0%,,,,,,
22138,1,18-04-10 00:00,01:48:00,PM,,2,26-04-10,11,0%,,,,,,
48797,1,18-04-10 00:00,03:22:00,PM,,3,27-04-10,13,18%,,,,,,
15884,1,19-04-10 00:00,01:24:00,PM,,1,28-04-10,13,0%,,,,,,
35456,1,19-04-10 00:00,11:21:00,PM,,0,29-04-10,11,-15%,,,,,,
26838,1,20-04-10 00:00,08:56:00,AM,,3,30-04-10,13,18%,,,,,,
18951,1,21-04-10 00:00,07:53:00,AM,,3,01-05-10,14,8%,,,,,,
16293,1,22-04-10 00:00,03:48:00,PM,,3,02-05-10,15,7%,,,,,,
36529,1,22-04-10 00:00,04:18:00,PM,,0,03-05-10,13,-13%,,,,,,
36851,1,23-04-10 00:00,07:33:00,PM,,1,04-05-10,11,-15%,,,,,,
22640,1,24-04-10 00:00,05:35:00,AM,,1,05-05-10,11,0%,,,,,,
12603,1,24-04-10 00:00,01:07:00,PM,,2,06-05-10,13,18%,,,,,,
34276,1,25-04-10 00:00,05:13:00,AM,,4,07-05-10,14,8%,,,,,,
14266,1,25-04-10 00:00,03:50:00,PM,,4,08-05-10,15,7%,,,,,,
44421,1,26-04-10 00:00,01:40:00,AM,,1,09-05-10,13,-13%,,,,,,
4561,1,26-04-10 00:00,11:50:00,PM,,6,10-05-10,19,46%,,,,,,
9115,1,27-04-10 00:00,06:05:00,AM,,2,11-05-10,20,5%,,,,,,
46989,1,27-04-10 00:00,10:40:00,AM,,2,12-05-10,21,5%,,,,,,
15242,1,27-04-10 00:00,02:30:00,PM,,0,13-05-10,19,-10%,,,,,,
4414,1,28-04-10 00:00,09:17:00,AM,,1,14-05-10,16,-16%,,,,,,
35240,1,30-04-10 00:00,01:27:00,AM,,1,15-05-10,13,-19%,,,,,,
42173,1,30-04-10 00:00,08:32:00,AM,,5,16-05-10,17,31%,,,,,,
41741,1,30-04-10 00:00,11:06:00,AM,,3,17-05-10,14,-18%,,,,,,
32916,1,01-05-10 00:00,09:29:00,AM,,1,18-05-10,13,-7%,,,,,,
48232,1,01-05-10 00:00,01:13:00,PM,,2,19-05-10,13,0%,,,,,,
5460,1,01-05-10 00:00,01:23:00,PM,,3,20-05-10,16,23%,,,,,,
29436,1,02-05-10 00:00,12:49:00,PM,,3,21-05-10,18,13%,,,,,,
21618,1,02-05-10 00:00,03:03:00,PM,,2,22-05-10,19,6%,,,,,,
44370,1,02-05-10 00:00,05:37:00,PM,,1,23-05-10,15,-21%,,,,,,
10241,1,04-05-10 00:00,03:10:00,PM,,1,24-05-10,13,-13%,,,,,,
9786,1,05-05-10 00:00,12:18:00,PM,,4,25-05-10,16,23%,,,,,,
1414,1,06-05-10 00:00,03:33:00,AM,,2,26-05-10,16,0%,,,,,,
24372,1,06-05-10 00:00,07:47:00,PM,,2,27-05-10,15,-6%,,,,,,
14673,1,07-05-10 00:00,01:37:00,AM,,1,28-05-10,13,-13%,,,,,,
7804,1,07-05-10 00:00,06:15:00,AM,,3,29-05-10,14,8%,,,,,,
8318,1,07-05-10 00:00,11:15:00,AM,,9,30-05-10,22,57%,,,,,,
27425,1,07-05-10 00:00,03:54:00,PM,,1,31-05-10,22,0%,,,,,,
11117,1,08-05-10 00:00,06:50:00,AM,,9,01-06-10,27,23%,,,,,,
41313,1,08-05-10 00:00,08:41:00,AM,,3,02-06-10,28,4%,,,,,,
48634,1,08-05-10 00:00,06:38:00,PM,,0,03-06-10,26,-7%,,,,,,
43310,1,08-05-10 00:00,07:50:00,PM,,4,04-06-10,29,12%,,,,,,
43798,1,09-05-10 00:00,09:17:00,PM,,4,05-06-10,30,3%,,,,,,
33993,1,10-05-10 00:00,01:40:00,AM,,2,06-06-10,23,-23%,,,,,,
22486,1,10-05-10 00:00,03:18:00,AM,,2,07-06-10,24,4%,,,,,,
30787,1,10-05-10 00:00,12:54:00,PM,,1,08-06-10,16,-33%,,,,,,
33391,1,10-05-10 00:00,04:27:00,PM,,2,09-06-10,15,-6%,,,,,,
49494,1,10-05-10 00:00,06:13:00,PM,,2,10-06-10,17,13%,,,,,,
7079,1,10-05-10 00:00,06:29:00,PM,,1,11-06-10,14,-18%,,,,,,
27284,1,11-05-10 00:00,02:41:00,PM,,5,12-06-10,15,7%,,,,,,
2091,1,11-05-10 00:00,08:06:00,PM,,2,13-06-10,15,0%,,,,,,
20942,1,12-05-10 00:00,01:04:00,AM,,7,14-06-10,20,33%,,,,,,
31029,1,12-05-10 00:00,06:05:00,PM,,7,15-06-10,26,30%,,,,,,
45629,1,14-05-10 00:00,02:10:00,AM,,4,16-06-10,28,8%,,,,,,
23582,1,15-05-10 00:00,12:09:00,AM,,4,17-06-10,30,7%,,,,,,
27411,1,16-05-10 00:00,02:39:00,AM,,3,18-06-10,32,7%,,,,,,
20010,1,16-05-10 00:00,05:58:00,AM,,1,19-06-10,28,-13%,,,,,,
22350,1,16-05-10 00:00,11:21:00,AM,,1,20-06-10,27,-4%,,,,,,
12142,1,16-05-10 00:00,04:24:00,PM,,8,21-06-10,28,4%,,,,,,
44965,1,16-05-10 00:00,10:21:00,PM,,5,22-06-10,26,-7%,,,,,,
14388,1,17-05-10 00:00,08:57:00,AM,,0,23-06-10,22,-15%,,,,,,
1275,1,17-05-10 00:00,09:48:00,AM,,2,24-06-10,20,-9%,,,,,,
12451,1,17-05-10 00:00,10:40:00,PM,,4,25-06-10,21,5%,,,,,,
46855,1,18-05-10 00:00,09:15:00,PM,,4,26-06-10,24,14%,,,,,,
41575,1,19-05-10 00:00,02:44:00,AM,,5,27-06-10,28,17%,,,,,,
16124,1,19-05-10 00:00,12:06:00,PM,,1,28-06-10,21,-25%,,,,,,
16563,1,20-05-10 00:00,06:48:00,AM,,3,29-06-10,19,-10%,,,,,,
29179,1,20-05-10 00:00,07:26:00,AM,,6,30-06-10,25,32%,,,,,,
35130,1,20-05-10 00:00,09:12:00,AM,,1,01-07-10,24,-4%,,,,,,
21517,1,21-05-10 00:00,12:26:00,AM,,5,02-07-10,25,4%,,,,,,
5135,1,21-05-10 00:00,07:14:00,AM,,2,03-07-10,23,-8%,,,,,,
32735,1,21-05-10 00:00,11:19:00,PM,,6,04-07-10,24,4%,,,,,,
2207,1,22-05-10 00:00,02:56:00,PM,,5,05-07-10,28,17%,,,,,,
11388,1,22-05-10 00:00,06:54:00,PM,,5,06-07-10,30,7%,,,,,,
47949,1,23-05-10 00:00,01:07:00,PM,,6,07-07-10,30,0%,,,,,,
31111,1,24-05-10 00:00,09:00:00,PM,,7,08-07-10,36,20%,,,,,,
42040,1,25-05-10 00:00,06:58:00,AM,,3,09-07-10,34,-6%,,,,,,
821,1,25-05-10 00:00,09:43:00,AM,,3,10-07-10,35,3%,,,,,,
6672,1,25-05-10 00:00,04:34:00,PM,,5,11-07-10,34,-3%,,,,,,
11810,1,25-05-10 00:00,07:10:00,PM,,4,12-07-10,33,-3%,,,,,,
2894,1,26-05-10 00:00,05:03:00,PM,,2,13-07-10,30,-9%,,,,,,
33768,1,26-05-10 00:00,11:55:00,PM,,2,14-07-10,26,-13%,,,,,,
10667,1,27-05-10 00:00,05:18:00,PM,,3,15-07-10,22,-15%,,,,,,
5126,1,27-05-10 00:00,09:00:00,PM,,3,16-07-10,22,0%,,,,,,
48530,1,28-05-10 00:00,02:31:00,AM,,2,17-07-10,21,-5%,,,,,,
20253,1,29-05-10 00:00,01:26:00,AM,,2,18-07-10,18,-14%,,,,,,
49833,1,29-05-10 00:00,05:08:00,AM,,4,19-07-10,18,0%,,,,,,
21952,1,29-05-10 00:00,05:47:00,AM,,2,20-07-10,18,0%,,,,,,
40053,1,30-05-10 00:00,12:14:00,AM,,3,21-07-10,19,6%,,,,,,
49338,1,30-05-10 00:00,01:20:00,AM,,3,22-07-10,19,0%,,,,,,
13050,1,30-05-10 00:00,02:50:00,AM,,3,23-07-10,19,0%,,,,,,
12444,1,30-05-10 00:00,03:01:00,AM,,6,24-07-10,23,21%,,,,,,
34012,1,30-05-10 00:00,09:16:00,AM,,6,25-07-10,27,17%,,,,,,
16343,1,30-05-10 00:00,09:49:00,AM,,3,26-07-10,26,-4%,,,,,,
7291,1,30-05-10 00:00,01:14:00,PM,,3,27-07-10,27,4%,,,,,,
48080,1,30-05-10 00:00,10:10:00,PM,,3,28-07-10,27,0%,,,,,,
13171,1,30-05-10 00:00,11:05:00,PM,,3,29-07-10,27,0%,,,,,,
7479,1,31-05-10 00:00,07:26:00,PM,,3,30-07-10,27,0%,,,,,,
9199,1,01-06-10 00:00,12:07:00,AM,,3,31-07-10,24,-11%,,,,,,
44417,1,01-06-10 00:00,02:43:00,AM,,2,01-08-10,20,-17%,,,,,,
42529,1,01-06-10 00:00,03:31:00,AM,,3,02-08-10,20,0%,,,,,,
23247,1,01-06-10 00:00,05:22:00,AM,,3,03-08-10,20,0%,,,,,,
14904,1,01-06-10 00:00,07:46:00,AM,,1,04-08-10,18,-10%,,,,,,
46269,1,01-06-10 00:00,12:48:00,PM,,4,05-08-10,19,6%,,,,,,
4924,1,01-06-10 00:00,07:06:00,PM,,3,06-08-10,19,0%,,,,,,
7345,1,01-06-10 00:00,08:43:00,PM,,4,07-08-10,20,5%,,,,,,
9368,1,01-06-10 00:00,10:01:00,PM,,3,08-08-10,21,5%,,,,,,
35371,1,02-06-10 00:00,08:46:00,AM,,5,09-08-10,23,10%,,,,,,
26504,1,02-06-10 00:00,12:38:00,PM,,0,10-08-10,20,-13%,,,,,,
43731,1,02-06-10 00:00,07:26:00,PM,,6,11-08-10,25,25%,,,,,,
44800,1,04-06-10 00:00,02:32:00,PM,,4,12-08-10,25,0%,,,,,,
11032,1,04-06-10 00:00,02:47:00,PM,,4,13-08-10,26,4%,,,,,,
12540,1,04-06-10 00:00,04:41:00,PM,,5,14-08-10,27,4%,,,,,,
423,1,04-06-10 00:00,11:35:00,PM,,6,15-08-10,30,11%,,,,,,
45999,1,05-06-10 00:00,12:07:00,AM,,2,16-08-10,27,-10%,,,,,,
4914,1,05-06-10 00:00,02:46:00,AM,,3,17-08-10,30,11%,,,,,,
5135,1,05-06-10 00:00,12:30:00,PM,,1,18-08-10,25,-17%,,,,,,
43112,1,05-06-10 00:00,11:19:00,PM,,2,19-08-10,23,-8%,,,,,,
5454,1,06-06-10 00:00,08:23:00,AM,,2,20-08-10,21,-9%,,,,,,
49392,1,06-06-10 00:00,04:51:00,PM,,2,21-08-10,18,-14%,,,,,,
49096,1,07-06-10 00:00,05:30:00,AM,,2,22-08-10,14,-22%,,,,,,
29431,1,07-06-10 00:00,07:09:00,PM,,1,23-08-10,13,-7%,,,,,,
39468,1,08-06-10 00:00,03:03:00,AM,,2,24-08-10,12,-8%,,,,,,
32735,1,09-06-10 00:00,12:58:00,AM,,1,25-08-10,12,0%,,,,,,
43542,1,09-06-10 00:00,12:07:00,PM,,5,26-08-10,15,25%,,,,,,
2783,1,10-06-10 00:00,11:59:00,AM,,5,27-08-10,18,20%,,,,,,
6718,1,10-06-10 00:00,11:14:00,PM,,7,28-08-10,23,28%,,,,,,
42141,1,11-06-10 00:00,06:36:00,AM,,3,29-08-10,24,4%,,,,,,
6577,1,12-06-10 00:00,02:37:00,AM,,2,30-08-10,25,4%,,,,,,
18395,1,12-06-10 00:00,04:06:00,PM,,4,31-08-10,27,8%,,,,,,
41575,1,12-06-10 00:00,07:31:00,PM,,6,01-09-10,32,19%,,,,,,
45170,1,12-06-10 00:00,09:24:00,PM,,3,02-09-10,30,-6%,,,,,,
9152,1,12-06-10 00:00,09:50:00,PM,,3,03-09-10,28,-7%,,,,,,
22628,1,13-06-10 00:00,10:37:00,AM,,2,04-09-10,23,-18%,,,,,,
27059,1,13-06-10 00:00,01:18:00,PM,,1,05-09-10,21,-9%,,,,,,
27411,1,14-06-10 00:00,12:47:00,AM,,4,06-09-10,23,10%,,,,,,
25897,1,14-06-10 00:00,11:21:00,AM,,6,07-09-10,25,9%,,,,,,
4897,1,14-06-10 00:00,11:56:00,AM,,2,08-09-10,21,-16%,,,,,,
26349,1,14-06-10 00:00,12:33:00,PM,,1,09-09-10,19,-10%,,,,,,
2091,1,14-06-10 00:00,01:20:00,PM,,4,10-09-10,20,5%,,,,,,
20129,1,14-06-10 00:00,07:53:00,PM,,3,11-09-10,21,5%,,,,,,
1233,1,14-06-10 00:00,09:02:00,PM,,5,12-09-10,25,19%,,,,,,
41744,1,15-06-10 00:00,01:27:00,PM,,2,13-09-10,23,-8%,,,,,,
11224,1,15-06-10 00:00,03:48:00,PM,,3,14-09-10,20,-13%,,,,,,
2420,1,15-06-10 00:00,03:54:00,PM,,3,15-09-10,21,5%,,,,,,
29411,1,15-06-10 00:00,04:47:00,PM,,2,16-09-10,22,5%,,,,,,
1715,1,15-06-10 00:00,09:09:00,PM,,2,17-09-10,20,-9%,,,,,,
35571,1,15-06-10 00:00,09:48:00,PM,,4,18-09-10,21,5%,,,,,,
17145,1,15-06-10 00:00,10:39:00,PM,,5,19-09-10,21,0%,,,,,,
7165,1,16-06-10 00:00,09:37:00,AM,,4,20-09-10,23,10%,,,,,,
36494,1,16-06-10 00:00,09:38:00,AM,,2,21-09-10,22,-4%,,,,,,
5126,1,16-06-10 00:00,03:49:00,PM,,2,22-09-10,21,-5%,,,,,,
40533,1,16-06-10 00:00,09:48:00,PM,,3,23-09-10,22,5%,,,,,,
45083,1,17-06-10 00:00,04:46:00,AM,,4,24-09-10,24,9%,,,,,,
31506,1,17-06-10 00:00,08:18:00,AM,,1,25-09-10,21,-13%,,,,,,
45486,1,17-06-10 00:00,12:54:00,PM,,4,26-09-10,20,-5%,,,,,,
26230,1,17-06-10 00:00,06:57:00,PM,,3,27-09-10,19,-5%,,,,,,
14115,1,18-06-10 00:00,05:59:00,AM,,3,28-09-10,20,5%,,,,,,
36159,1,18-06-10 00:00,10:49:00,AM,,1,29-09-10,19,-5%,,,,,,
16666,1,18-06-10 00:00,01:09:00,PM,,1,30-09-10,17,-11%,,,,,,
23897,1,19-06-10 00:00,07:43:00,AM,,1,01-10-10,14,-18%,,,,,,
33447,1,20-06-10 00:00,01:30:00,AM,,2,02-10-10,15,7%,,,,,,
17967,1,21-06-10 00:00,02:35:00,AM,,3,03-10-10,14,-7%,,,,,,
2625,1,21-06-10 00:00,02:38:00,AM,,2,04-10-10,13,-7%,,,,,,
14578,1,21-06-10 00:00,04:19:00,AM,,2,05-10-10,12,-8%,,,,,,
36927,1,21-06-10 00:00,04:36:00,AM,,1,06-10-10,12,0%,,,,,,
5019,1,21-06-10 00:00,05:06:00,AM,,2,07-10-10,13,8%,,,,,,
31782,1,21-06-10 00:00,11:31:00,AM,,3,08-10-10,15,15%,,,,,,
28946,1,21-06-10 00:00,02:13:00,PM,,6,09-10-10,19,27%,,,,,,
13456,1,21-06-10 00:00,09:22:00,PM,,3,10-10-10,19,0%,,,,,,
28824,1,22-06-10 00:00,12:33:00,AM,,3,11-10-10,20,5%,,,,,,
33030,1,22-06-10 00:00,02:28:00,AM,,4,12-10-10,22,10%,,,,,,
26459,1,22-06-10 00:00,12:25:00,PM,,1,13-10-10,22,0%,,,,,,
46718,1,22-06-10 00:00,01:25:00,PM,,2,14-10-10,22,0%,,,,,,
6963,1,22-06-10 00:00,03:20:00,PM,,2,15-10-10,21,-5%,,,,,,
20000,1,24-06-10 00:00,08:57:00,AM,,2,16-10-10,17,-19%,,,,,,
13014,1,24-06-10 00:00,11:46:00,AM,,2,17-10-10,16,-6%,,,,,,
42040,1,25-06-10 00:00,01:06:00,AM,,4,18-10-10,17,6%,,,,,,
38638,1,25-06-10 00:00,01:51:00,PM,,4,19-10-10,17,0%,,,,,,
47296,1,25-06-10 00:00,04:02:00,PM,,4,20-10-10,20,18%,,,,,,
32852,1,25-06-10 00:00,06:09:00,PM,,2,21-10-10,20,0%,,,,,,
23609,1,26-06-10 00:00,09:50:00,AM,,6,22-10-10,24,20%,,,,,,
15006,1,26-06-10 00:00,01:09:00,PM,,7,23-10-10,29,21%,,,,,,
43496,1,26-06-10 00:00,04:04:00,PM,,1,24-10-10,28,-3%,,,,,,
1560,1,26-06-10 00:00,05:28:00,PM,,1,25-10-10,25,-11%,,,,,,
23066,1,27-06-10 00:00,07:03:00,AM,,3,26-10-10,24,-4%,,,,,,
29787,1,27-06-10 00:00,09:36:00,AM,,1,27-10-10,21,-13%,,,,,,
32911,1,27-06-10 00:00,10:07:00,AM,,2,28-10-10,21,0%,,,,,,
37379,1,27-06-10 00:00,10:28:00,AM,,3,29-10-10,18,-14%,,,,,,
27145,1,27-06-10 00:00,12:52:00,PM,,6,30-10-10,17,-6%,,,,,,
46166,1,28-06-10 00:00,09:30:00,PM,,1,31-10-10,17,0%,,,,,,
7609,1,29-06-10 00:00,03:41:00,AM,,2,01-11-10,18,6%,,,,,,
2298,1,29-06-10 00:00,09:40:00,AM,,2,02-11-10,17,-6%,,,,,,
21618,1,29-06-10 00:00,10:54:00,AM,,4,03-11-10,20,18%,,,,,,
28419,1,30-06-10 00:00,07:12:00,AM,,0,04-11-10,18,-10%,,,,,,
7236,1,30-06-10 00:00,09:55:00,AM,,1,05-11-10,16,-11%,,,,,,
7028,1,30-06-10 00:00,10:15:00,AM,,3,06-11-10,13,-19%,,,,,,
16790,1,30-06-10 00:00,01:18:00,PM,,3,07-11-10,15,15%,,,,,,
15781,1,30-06-10 00:00,04:34:00,PM,,1,08-11-10,14,-7%,,,,,,
22222,1,30-06-10 00:00,04:36:00,PM,,2,09-11-10,14,0%,,,,,,
44941,1,01-07-10 00:00,02:23:00,PM,,2,10-11-10,12,-14%,,,,,,
13181,1,02-07-10 00:00,01:33:00,AM,,1,11-11-10,13,8%,,,,,,
46337,1,02-07-10 00:00,02:11:00,AM,,1,12-11-10,13,0%,,,,,,
45272,1,02-07-10 00:00,10:45:00,AM,,0,13-11-10,10,-23%,,,,,,
39064,1,02-07-10 00:00,01:40:00,PM,,2,14-11-10,9,-10%,,,,,,
13430,1,02-07-10 00:00,07:11:00,PM,,0,15-11-10,8,-11%,,,,,,
15573,1,03-07-10 00:00,08:36:00,AM,,3,16-11-10,9,13%,,,,,,
20000,1,03-07-10 00:00,09:01:00,AM,,3,17-11-10,10,11%,,,,,,
26819,1,04-07-10 00:00,07:39:00,AM,,2,18-11-10,11,10%,,,,,,
44661,1,04-07-10 00:00,10:18:00,AM,,1,19-11-10,11,0%,,,,,,
23946,1,04-07-10 00:00,11:04:00,AM,,3,20-11-10,14,27%,,,,,,
25591,1,04-07-10 00:00,11:05:00,AM,,0,21-11-10,12,-14%,,,,,,
23708,1,04-07-10 00:00,10:30:00,PM,,1,22-11-10,13,8%,,,,,,
47489,1,04-07-10 00:00,11:33:00,PM,,3,23-11-10,13,0%,,,,,,
31082,1,05-07-10 00:00,01:14:00,AM,,6,24-11-10,16,23%,,,,,,
15587,1,05-07-10 00:00,03:57:00,AM,,2,25-11-10,16,0%,,,,,,
34054,1,05-07-10 00:00,06:54:00,AM,,1,26-11-10,16,0%,,,,,,
37278,1,05-07-10 00:00,10:40:00,AM,,3,27-11-10,16,0%,,,,,,
22075,1,05-07-10 00:00,10:52:00,PM,,5,28-11-10,21,31%,,,,,,
39715,1,06-07-10 00:00,05:36:00,AM,,0,29-11-10,20,-5%,,,,,,
19096,1,06-07-10 00:00,08:16:00,AM,,4,30-11-10,21,5%,,,,,,
35782,1,06-07-10 00:00,11:27:00,AM,,1,01-12-10,16,-24%,,,,,,
45969,1,06-07-10 00:00,02:37:00,PM,,2,02-12-10,16,0%,,,,,,
8221,1,06-07-10 00:00,10:05:00,PM,,1,03-12-10,16,0%,,,,,,
25763,1,07-07-10 00:00,12:47:00,AM,,1,04-12-10,14,-13%,,,,,,
35372,1,07-07-10 00:00,02:25:00,AM,,4,05-12-10,13,-7%,,,,,,
23791,1,07-07-10 00:00,05:09:00,AM,,4,06-12-10,17,31%,,,,,,
14100,1,07-07-10 00:00,11:06:00,AM,,7,07-12-10,20,18%,,,,,,
38007,1,07-07-10 00:00,09:19:00,PM,,2,08-12-10,21,5%,,,,,,
49527,1,07-07-10 00:00,10:25:00,PM,,2,09-12-10,21,0%,,,,,,
39689,1,08-07-10 00:00,09:08:00,AM,,1,10-12-10,21,0%,,,,,,
3159,1,08-07-10 00:00,12:53:00,PM,,2,11-12-10,22,5%,,,,,,
866,1,08-07-10 00:00,02:15:00,PM,,0,12-12-10,18,-18%,,,,,,
26810,1,08-07-10 00:00,02:20:00,PM,,0,13-12-10,14,-22%,,,,,,
26740,1,08-07-10 00:00,02:29:00,PM,,2,14-12-10,9,-36%,,,,,,
47608,1,08-07-10 00:00,06:20:00,PM,,3,15-12-10,10,11%,,,,,,
45418,1,08-07-10 00:00,09:41:00,PM,,1,16-12-10,9,-10%,,,,,,
29405,1,09-07-10 00:00,02:06:00,AM,,1,17-12-10,9,0%,,,,,,
11032,1,09-07-10 00:00,02:16:00,AM,,1,18-12-10,8,-11%,,,,,,
1007,1,09-07-10 00:00,06:05:00,PM,,0,19-12-10,8,0%,,,,,,
41125,1,10-07-10 00:00,05:08:00,AM,,1,20-12-10,9,13%,,,,,,
16700,1,10-07-10 00:00,05:17:00,AM,,1,21-12-10,8,-11%,,,,,,
32535,1,10-07-10 00:00,04:40:00,PM,,0,22-12-10,5,-38%,,,,,,
48400,1,11-07-10 00:00,12:43:00,AM,,2,23-12-10,6,20%,,,,,,
49560,1,11-07-10 00:00,02:22:00,AM,,1,24-12-10,6,0%,,,,,,
2123,1,11-07-10 00:00,03:52:00,AM,,1,25-12-10,6,0%,,,,,,
38161,1,11-07-10 00:00,09:33:00,AM,,1,26-12-10,7,17%,,,,,,
12167,1,11-07-10 00:00,10:54:00,PM,,2,27-12-10,8,14%,,,,,,
42119,1,12-07-10 00:00,01:49:00,AM,,2,28-12-10,9,13%,,,,,,
44591,1,12-07-10 00:00,09:14:00,AM,,1,29-12-10,10,11%,,,,,,
39528,1,12-07-10 00:00,04:11:00,PM,,1,30-12-10,9,-10%,,,,,,
13456,1,12-07-10 00:00,07:06:00,PM,,1,31-12-10,9,0%,,,,,,
45806,1,13-07-10 00:00,02:19:00,PM,,1,01-01-11,9,0%,,,,,,
25655,1,13-07-10 00:00,02:26:00,PM,,1,02-01-11,9,0%,,,,,,
12868,1,14-07-10 00:00,02:39:00,AM,,2,03-01-11,9,0%,,,,,,
12895,1,14-07-10 00:00,02:56:00,PM,,3,04-01-11,10,11%,,,,,,
4779,1,15-07-10 00:00,01:24:00,AM,,1,05-01-11,10,0%,,,,,,
49260,1,15-07-10 00:00,01:58:00,AM,,2,06-01-11,11,10%,,,,,,
47573,1,15-07-10 00:00,02:26:00,AM,,1,07-01-11,11,0%,,,,,,
3549,1,16-07-10 00:00,11:24:00,AM,,0,08-01-11,10,-9%,,,,,,
10417,1,16-07-10 00:00,05:29:00,PM,,3,09-01-11,12,20%,,,,,,
39057,1,16-07-10 00:00,10:26:00,PM,,3,10-01-11,13,8%,,,,,,
45123,1,17-07-10 00:00,04:58:00,AM,,4,11-01-11,14,8%,,,,,,
422,1,17-07-10 00:00,02:26:00,PM,,2,12-01-11,15,7%,,,,,,
8493,1,18-07-10 00:00,07:20:00,AM,,1,13-01-11,14,-7%,,,,,,
40537,1,18-07-10 00:00,07:35:00,AM,,1,14-01-11,14,0%,,,,,,
47846,1,19-07-10 00:00,03:52:00,AM,,4,15-01-11,18,29%,,,,,,
14937,1,19-07-10 00:00,08:24:00,AM,,0,16-01-11,15,-17%,,,,,,
